ID,Wiek,Płeć,Miasto,Liczba_Dzieci,Przychód,Czy_Aktywny,Data_Rejestracji,Opis
2072,42,M,Warszawa,4,6699.04,False,2020-09-10,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2073,33,K,Wrocław,1,7911.53,True,2022-09-25,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2074,39,M,Katowice,3,6385.74,True,2022-08-15,
2075,31,K,nan,0,3214.39,True,2022-09-18,nan
2076,26,K,Warszawa,1,5673.8,True,2023-11-19,
2077,37,M,nan,2,4295.6,True,2020-12-17,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2078,35,M,Poznań,0,4173.6,True,2020-05-25,
2079,47,M,Kraków,2,2310.27,False,2022-08-10,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2080,24,K,Gdańsk,1,4318.43,True,2023-12-13,
2081,43,K,nan,1,5932.64,True,2022-04-27,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2082,31,K,nan,3,3575.46,True,2023-01-07,nan
2083,31,M,nan,0,5102.14,False,2021-11-30,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2084,33,M,nan,0,6504.62,True,2022-04-06,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2085,31,M,Warszawa,3,5106.59,False,2022-10-05,nan
2086,33,K,Katowice,1,6433.37,False,2023-09-30,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2087,34,M,Kraków,2,2185.0,True,2022-07-27,nan
2088,42,K,Kraków,0,4185.11,True,2021-07-12,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2089,37,M,nan,4,6697.11,True,2023-06-12,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2090,35,M,Kraków,2,20951.95,False,2022-03-20,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2091,30,M,nan,1,9951.83,True,2020-08-05,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2092,24,M,Poznań,1,5471.56,True,2021-12-25,
2093,39,K,Warszawa,1,4325.87,False,2020-03-21,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2094,37,K,nan,2,5184.28,True,2023-05-27,
2095,34,K,nan,2,4138.97,False,2022-04-09,
2096,41,M,Warszawa,1,3285.44,True,2023-08-31,nan
2097,38,M,nan,1,8029.02,False,2020-04-13,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2098,44,M,nan,1,3529.25,False,2021-01-01,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2099,55,M,Katowice,2,6558.21,True,2022-12-20,nan
2100,45,M,nan,0,14960.37,True,2022-07-16,nan
2101,38,M,Gdańsk,1,4631.46,True,2022-03-22,nan
2102,37,K,Katowice,3,1126.64,True,2023-11-13,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2103,41,M,Poznań,1,6761.24,False,2023-12-19,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2104,56,M,Warszawa,0,358.36,True,2023-10-12,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2105,40,K,Gdańsk,4,1701.38,True,2022-09-07,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2106,37,M,Poznań,0,2197.92,True,2022-03-28,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2107,43,M,Kraków,0,5430.88,True,2022-10-14,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2108,50,K,Poznań,2,4326.95,False,2020-01-04,nan
2109,30,K,Poznań,0,5726.04,False,2021-02-04,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2110,34,M,Warszawa,4,4563.63,True,2023-06-07,
2111,28,K,Kraków,0,4867.0,False,2022-04-07,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2112,57,M,Katowice,1,7085.48,True,2023-04-23,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2113,37,K,Warszawa,4,3997.55,True,2021-12-08,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2114,55,K,Poznań,0,2283.57,True,2021-03-16,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2115,32,M,nan,2,5622.7,True,2022-06-12,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2116,38,M,Gdańsk,4,534.34,True,2023-01-09,
2117,18,K,Poznań,3,2343.93,False,2020-01-22,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2118,51,K,Poznań,0,10200.1,True,2023-10-06,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2119,41,K,nan,4,5717.35,False,2020-07-06,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2120,45,M,Poznań,0,6906.74,True,2020-08-16,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2121,22,M,Warszawa,3,3945.52,True,2020-11-04,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2122,30,M,Poznań,0,5815.45,False,2020-01-11,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2123,42,M,Kraków,4,8983.89,False,2021-09-19,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2124,39,K,Poznań,2,6488.67,True,2020-09-12,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2125,21,K,Kraków,3,6054.88,True,2020-01-19,
2126,38,K,Gdańsk,0,6726.63,True,2021-03-11,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2127,47,K,nan,4,3898.04,False,2023-09-02,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2128,26,M,Gdańsk,0,1123.02,True,2022-05-28,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2129,37,K,Gdańsk,1,5294.64,True,2022-11-28,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2130,26,M,nan,0,2779.12,True,2022-12-22,
2131,34,M,Katowice,1,8657.06,True,2023-05-07,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2132,47,K,nan,3,5028.83,True,2023-06-26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2133,27,M,nan,2,3028.69,True,2021-04-20,nan
2134,25,M,Gdańsk,4,1788.97,True,2021-06-22,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2135,43,K,nan,1,1803.4,False,2020-11-17,
2136,23,M,Wrocław,4,6271.21,True,2023-05-08,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2137,39,M,Gdańsk,0,5996.17,True,2023-04-24,
2138,35,M,Kraków,4,56.86,False,2022-05-13,
2139,32,K,Gdańsk,3,4604.09,True,2021-09-05,
2140,52,K,Katowice,1,6701.31,True,2023-01-11,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2141,32,M,Warszawa,2,8281.77,True,2021-09-11,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2142,39,M,Katowice,4,4866.32,False,2021-11-04,
2143,40,K,nan,2,6554.13,True,2022-09-01,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2144,37,M,Poznań,2,6619.83,False,2023-11-17,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2145,29,M,Warszawa,0,8792.53,True,2023-07-12,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2146,30,M,Kraków,4,4789.67,True,2020-06-11,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2147,30,M,nan,2,2207.84,True,2022-03-02,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2148,33,K,nan,1,158.88,True,2022-12-05,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2149,27,M,Warszawa,1,3936.49,True,2021-03-25,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2150,36,K,Gdańsk,4,4705.85,True,2020-12-09,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2151,39,K,nan,1,4852.91,True,2023-08-26,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2152,41,K,nan,1,3838.42,True,2021-02-05,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2153,34,M,Warszawa,0,2890.84,True,2020-01-29,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2154,35,M,nan,0,4515.79,False,2022-02-04,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2155,44,M,nan,1,6363.22,True,2021-03-20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2156,23,K,Kraków,2,6484.53,False,2022-09-13,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2157,41,M,Kraków,4,738.58,False,2022-07-22,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2158,51,M,Poznań,0,784.58,True,2023-10-13,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2159,38,M,Warszawa,3,7476.84,True,2023-11-30,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2160,42,K,Katowice,0,1862.24,True,2023-03-15,
2161,39,M,Kraków,1,3078.74,True,2021-07-13,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2162,44,M,Wrocław,0,7039.64,True,2020-07-25,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2163,32,K,Kraków,1,5062.63,True,2023-05-03,nan
2164,48,K,Wrocław,2,3276.4,False,2021-09-15,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2165,20,M,Warszawa,2,3530.67,True,2023-05-18,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2166,26,M,Poznań,1,6797.23,False,2023-10-25,
2167,37,K,nan,3,7775.61,False,2020-12-01,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2168,33,K,Katowice,1,3909.16,True,2022-05-19,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2169,36,K,Wrocław,2,3416.75,True,2023-08-22,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2170,18,M,nan,0,4054.65,True,2022-06-23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2171,45,K,Warszawa,0,5875.55,True,2020-03-24,
2172,32,K,Wrocław,4,3583.74,False,2020-05-27,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2173,33,K,Warszawa,2,7715.54,True,2020-09-26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2174,26,M,nan,1,1963.82,True,2022-12-07,nan
2175,48,M,Warszawa,0,2625.92,False,2022-07-01,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2176,36,K,Warszawa,3,4536.46,False,2020-08-24,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2177,33,K,Warszawa,3,2913.97,True,2022-02-11,nan
2178,47,K,Gdańsk,2,5156.81,False,2020-08-18,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2179,23,M,Kraków,4,3372.79,False,2023-01-30,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2180,41,M,Warszawa,1,7998.76,True,2022-07-21,nan
2181,36,K,Warszawa,4,3502.12,True,2022-12-05,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2182,32,K,Warszawa,1,1131.79,True,2020-09-05,nan
2183,18,K,Warszawa,3,5190.53,False,2021-07-12,
2184,50,M,nan,0,6382.24,False,2021-12-03,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2185,35,M,nan,0,5661.51,True,2020-06-14,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2186,18,M,Warszawa,0,4440.52,False,2022-09-01,
2187,36,K,nan,2,5179.61,True,2021-11-19,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2188,37,M,nan,2,4857.53,True,2022-08-11,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2189,27,M,Warszawa,1,2817.95,True,2023-07-07,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2190,46,K,Gdańsk,2,768.35,True,2021-08-22,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2191,41,K,nan,3,8327.64,True,2020-04-02,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2192,18,M,Kraków,2,4455.23,True,2020-03-31,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2193,23,K,Kraków,3,7538.17,False,2023-03-01,
2194,38,K,nan,4,8362.89,True,2022-11-14,
2195,50,M,Poznań,4,7227.01,False,2023-01-28,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2196,31,M,Warszawa,0,4675.48,True,2022-01-31,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2197,38,K,Katowice,1,5874.93,True,2023-11-07,nan
2198,22,M,Poznań,3,2036.62,True,2021-07-09,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2199,25,K,Gdańsk,4,7719.57,True,2021-08-14,
2200,25,M,Poznań,1,6516.97,False,2023-09-11,
2201,38,K,Kraków,4,5097.95,True,2020-05-06,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2202,32,K,Poznań,2,6646.46,False,2022-02-08,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2203,18,M,Wrocław,4,4968.09,False,2021-06-02,
2204,28,M,Warszawa,1,4491.82,True,2023-06-10,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2205,30,M,nan,0,2389.44,False,2023-07-13,nan
2206,33,M,Warszawa,1,4358.44,False,2021-06-28,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2207,30,K,Kraków,2,6321.87,False,2022-09-15,nan
2208,47,M,Kraków,1,4557.43,True,2022-05-02,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2209,43,K,Poznań,4,9551.03,True,2020-12-06,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2210,44,K,Warszawa,0,6018.84,False,2020-11-12,
2211,41,K,Wrocław,0,6410.69,False,2023-04-11,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2212,31,M,Poznań,2,8255.01,True,2023-10-16,
2213,18,K,Warszawa,2,8943.52,False,2021-10-14,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2214,42,K,Kraków,4,4768.15,True,2023-10-26,nan
2215,41,K,Katowice,3,3189.03,False,2022-04-30,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2216,40,K,nan,2,3411.03,False,2022-12-30,nan
2217,31,K,Poznań,1,8224.25,False,2020-05-17,
2218,28,M,Kraków,1,3891.44,True,2021-12-16,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2219,45,M,Poznań,3,4673.07,False,2022-07-05,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2220,23,M,Kraków,2,7457.5,False,2022-10-12,nan
2221,55,K,nan,0,2832.18,True,2022-03-04,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2222,38,M,nan,2,8294.23,True,2021-08-03,
2223,59,K,Wrocław,3,1164.59,True,2020-01-30,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2224,26,M,Warszawa,4,6354.78,True,2020-06-23,nan
2225,18,K,Warszawa,4,6680.61,True,2021-12-09,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2226,29,M,nan,0,5176.32,True,2022-04-17,
2227,21,M,nan,1,2786.53,True,2022-06-29,
2228,20,M,nan,1,3553.54,False,2023-02-02,nan
2229,45,M,Wrocław,2,4174.8,False,2022-08-31,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2230,24,K,Warszawa,1,4833.11,True,2022-08-15,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2231,37,K,Wrocław,3,5909.89,False,2020-10-28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2232,19,K,Poznań,0,7574.58,False,2021-03-10,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2233,38,M,nan,0,5847.14,True,2020-05-23,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2234,39,K,Warszawa,1,7360.65,True,2023-03-11,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2235,41,M,Katowice,1,8288.48,False,2022-05-07,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2236,31,M,Warszawa,4,6666.48,True,2023-06-24,nan
2237,48,K,Kraków,2,3561.01,True,2020-05-20,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2238,47,K,Warszawa,2,5828.25,True,2023-08-19,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2239,59,M,Warszawa,3,4058.84,True,2021-12-02,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2240,40,K,Warszawa,2,2830.53,True,2022-08-24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2241,37,M,Gdańsk,1,5639.98,False,2020-12-11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2242,18,M,Gdańsk,1,4530.44,False,2021-03-20,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2243,37,M,Poznań,3,478.38,True,2023-03-17,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2244,29,M,Katowice,4,2990.29,True,2021-09-07,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2245,30,M,Poznań,0,6137.27,False,2022-12-02,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2246,29,M,Gdańsk,1,7141.3,False,2020-02-03,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2247,24,K,nan,1,5457.82,True,2023-09-30,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2248,44,K,Katowice,2,3769.12,True,2023-10-29,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2249,55,K,Poznań,4,8193.52,True,2020-10-14,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2250,25,K,nan,4,3262.92,True,2020-09-01,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2251,42,K,Warszawa,4,5263.65,False,2020-04-19,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2252,46,M,nan,0,3953.99,True,2023-05-01,
2253,45,K,nan,2,4274.66,False,2021-08-16,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2254,41,M,Kraków,1,2406.6,True,2023-01-18,nan
2255,37,M,Gdańsk,0,6260.59,True,2023-07-21,
2256,40,M,Warszawa,3,6752.6,True,2021-12-06,
2257,36,K,Warszawa,1,3300.46,True,2020-09-13,nan
2258,32,M,Warszawa,3,5550.71,True,2021-04-26,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2259,19,M,Wrocław,1,5746.1,False,2020-02-02,
2260,18,K,Warszawa,3,3833.34,False,2021-08-15,
2261,32,M,Gdańsk,1,3810.02,True,2021-01-10,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2262,28,M,Warszawa,0,6324.74,True,2020-07-31,
2263,43,M,Warszawa,2,6958.64,True,2021-07-02,
2264,34,K,Wrocław,1,2854.31,True,2023-01-21,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2265,38,M,Gdańsk,2,10233.81,True,2023-07-10,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2266,57,K,Wrocław,3,6554.57,True,2023-12-18,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2267,52,K,Warszawa,3,3977.3,True,2021-10-09,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2268,20,M,Kraków,1,5240.79,False,2023-03-03,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2269,36,M,Wrocław,3,5748.08,True,2022-03-21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2270,18,M,Gdańsk,3,5488.96,True,2021-05-09,
2271,48,M,Gdańsk,0,6186.63,True,2020-09-24,nan
2272,26,K,Wrocław,4,8982.55,True,2020-04-08,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2273,45,M,nan,0,4871.71,True,2022-11-17,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2274,24,M,Poznań,2,6795.1,False,2023-05-12,nan
2275,20,K,Warszawa,1,5362.97,True,2021-04-30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2276,27,K,Kraków,4,787.89,True,2020-08-09,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2277,34,M,Katowice,3,3998.6,False,2021-10-11,
2278,44,K,Kraków,1,3429.58,True,2023-06-09,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2279,35,M,Katowice,0,9399.25,True,2020-06-30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2280,45,M,Kraków,3,5196.11,True,2021-12-28,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2281,41,M,Poznań,1,5622.65,True,2021-12-09,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2282,41,K,Warszawa,3,6806.23,True,2023-04-07,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2283,23,M,Katowice,0,7759.43,True,2020-11-15,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2284,34,M,nan,1,4807.21,True,2020-10-17,
2285,23,K,nan,1,3553.38,True,2022-10-01,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2286,38,M,Kraków,3,8377.43,True,2020-03-06,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2287,40,K,Kraków,2,4066.55,True,2020-06-28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2288,53,M,Warszawa,2,6211.97,True,2021-01-06,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2289,42,M,Kraków,2,4416.39,True,2022-02-20,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2290,18,K,nan,3,7349.17,False,2023-06-16,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2291,36,M,Katowice,0,3706.61,False,2021-11-01,
2292,34,M,Gdańsk,4,5670.81,False,2023-10-20,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
2293,28,M,Katowice,2,2970.72,True,2021-01-08,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2294,30,K,Warszawa,4,4943.2,True,2023-05-31,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2295,40,K,Poznań,1,4586.78,True,2021-02-10,
2296,26,K,Kraków,2,4242.7,True,2020-12-26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2297,33,M,Kraków,4,5417.19,True,2021-01-21,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2298,23,K,Gdańsk,0,2509.04,True,2020-09-18,
2299,19,M,Kraków,2,6743.56,True,2020-01-30,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2300,36,K,nan,4,6497.94,True,2021-10-20,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2301,50,K,Warszawa,4,5030.3,True,2022-09-13,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2302,31,M,nan,2,2554.86,True,2021-10-20,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2303,40,K,nan,3,5405.39,False,2022-01-08,
2304,36,M,nan,1,7802.7,True,2020-02-08,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2305,41,K,nan,1,4239.48,False,2023-07-05,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2306,45,K,Kraków,4,6475.96,False,2023-04-18,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2307,18,K,Warszawa,3,4535.3,True,2021-06-20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2308,18,K,nan,0,6227.81,True,2020-12-13,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
2309,26,M,Katowice,2,3342.85,False,2021-03-13,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
2310,39,M,Katowice,4,4503.55,False,2020-06-08,nan
2311,51,M,Warszawa,4,4904.38,True,2022-03-24,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
2312,37,M,Katowice,4,8421.87,True,2022-07-03,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
2313,46,M,Kraków,2,4182.73,True,2023-06-19,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
